timestamp,type,message
"2026-04-06T07:59:08.288Z","output","│  🔥 SELECTED WARM-UP: select-category       │"
"2026-04-06T07:59:08.288Z","output","│  🧠 WARM-UP CANDIDATES: select-category x147 (eligible)│"
"2026-04-06T07:59:08.289Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-06T07:59:08.289Z","output","└──────────────────────────────────────────────────┘"
"2026-04-06T07:59:08.289Z","output","[Warm-up] Invoking select-category (not invoked yet)..."
"2026-04-06T07:59:08.300Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""select-category\"",\""categories\"":[{\""cat_id\"":1,\""cat_name\"":\""Data Structures\""},{\""cat_id\"":2,\""cat_name\"":\""OOP\""},{\""cat_id\"":3,\""cat_name\"":\""SQL\""}],\""message\"":\""Send categoryId to continue\"",\""T4\"":1775462348296}""}"
"2026-04-06T07:59:08.301Z","output","[Warm-up] select-category completed with status Success."
"2026-04-06T07:59:08.301Z","output","[Warm-up Decision] function=select-category eligible=YES warmed_up=YES reason=not invoked yet status=Success"
"2026-04-06T07:59:08.301Z","output","
[Active Session: User ID 4]"
"2026-04-10T12:50:58.391Z","session","--- manual_invoke.js session started ---"
"2026-04-10T12:50:58.393Z","output","==================================================="
"2026-04-10T12:50:58.394Z","output","   OPENFAAS AI PROACTIVE MONITORING SYSTEM       "
"2026-04-10T12:50:58.394Z","output","==================================================="
"2026-04-10T12:50:58.394Z","output","
[Active Session: User ID 1]"
"2026-04-10T12:51:13.720Z","input","Enter function name (or ""exit""): login1"
"2026-04-10T12:51:30.428Z","input","Enter payload JSON (Press Enter for default): {""email"":""kweerasinghe@gmail.com"",""password"":""123456""}"
"2026-04-10T12:51:30.429Z","output","Authenticating via OpenFaaS..."
"2026-04-10T12:51:30.582Z","output","Logged metrics for login1 → Can't reach service for: login1.
"
"2026-04-10T12:51:30.583Z","output","⚠️  Login response did not contain a User ID."
"2026-04-10T12:51:30.583Z","output","[AI] Sending function details with status..."
"2026-04-10T12:51:30.600Z","output","[System] AI Service is offline."
"2026-04-10T12:51:30.600Z","output","
[Active Session: User ID 1]"
"2026-04-10T12:51:41.271Z","input","Enter function name (or ""exit""): login1"
"2026-04-10T12:51:42.849Z","input","Enter payload JSON (Press Enter for default): {""email"":""kweerasinghe@gmail.com"",""password"":""123456""}"
"2026-04-10T12:51:42.849Z","output","Authenticating via OpenFaaS..."
"2026-04-10T12:51:43.130Z","output","Logged metrics for login1 → {""statusCode"":200,""body"":""{\""message\"":\""Login successful\"",\""user\"":{\""id\"":6,\""email\"":\""kweerasinghe@gmail.com\"",\""first_name\"":\""Kashyapa\""},\""T4\"":1775825502882}""}"
"2026-04-10T12:51:43.131Z","output","✅ User ID 6 verified."
"2026-04-10T12:51:43.131Z","output","[AI] Sending function details with status..."
"2026-04-10T12:51:43.133Z","output","[System] AI Service is offline."
"2026-04-10T12:51:43.133Z","output","
[Active Session: User ID 6]"
"2026-04-10T12:52:08.772Z","input","Enter function name (or ""exit""): select-category"
"2026-04-10T12:52:17.831Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2}"
"2026-04-10T12:52:17.832Z","output","Invoking select-category..."
"2026-04-10T12:52:17.969Z","output","Logged metrics for select-category → Can't reach service for: select-category.
"
"2026-04-10T12:52:17.969Z","output","[AI] Sending function details with status..."
"2026-04-10T12:52:17.971Z","output","[System] AI Service is offline."
"2026-04-10T12:52:17.971Z","output","
[Active Session: User ID 6]"
"2026-04-10T12:52:21.260Z","input","Enter function name (or ""exit""): select-category"
"2026-04-10T12:52:23.967Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2}"
"2026-04-10T12:52:23.967Z","output","Invoking select-category..."
"2026-04-10T12:52:24.268Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""choose-action\"",\""categoryId\"":2,\""options\"":[{\""id\"":1,\""name\"":\""Select Subcategory\""},{\""id\"":2,\""name\"":\""Questions\""}],\""message\"":\""Send {categoryId, optionId} → 1=subcategory, 2=questions\"",\""T4\"":1775825544003}""}"
"2026-04-10T12:52:24.269Z","output","[AI] Sending function details with status..."
"2026-04-10T12:52:24.273Z","output","[System] AI Service is offline."
"2026-04-10T12:52:24.273Z","output","
[Active Session: User ID 6]"
"2026-04-10T12:52:36.454Z","input","Enter function name (or ""exit""): select-sub-category"
"2026-04-10T12:52:52.187Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2,""subCategoryId"":22}"
"2026-04-10T12:52:52.187Z","output","Invoking select-sub-category..."
"2026-04-10T12:52:52.319Z","output","Logged metrics for select-sub-category → "
"2026-04-10T12:52:52.319Z","output","[AI] Sending function details with status..."
"2026-04-10T12:52:52.320Z","output","[System] AI Service is offline."
"2026-04-10T12:52:52.321Z","output","
[Active Session: User ID 6]"
"2026-04-10T12:52:54.929Z","input","Enter function name (or ""exit""): select-sub-category"
"2026-04-10T12:52:56.798Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2,""subCategoryId"":22}"
"2026-04-10T12:52:56.798Z","output","Invoking select-sub-category..."
"2026-04-10T12:52:56.969Z","output","Logged metrics for select-sub-category → {""statusCode"":200,""body"":""{\""message\"":\""Ready for questions\"",\""categoryId\"":2,\""subCategoryId\"":22,\""next\"":\""Send these IDs to questions function\"",\""T4\"":1775825576832}""}"
"2026-04-10T12:52:56.969Z","output","[AI] Sending function details with status..."
"2026-04-10T12:52:56.971Z","output","[System] AI Service is offline."
"2026-04-10T12:52:56.971Z","output","
[Active Session: User ID 6]"
"2026-04-10T12:55:05.931Z","input","Enter function name (or ""exit""): select-question"
"2026-04-10T12:55:19.918Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2,""subCategoryId"":22}"
"2026-04-10T12:55:19.918Z","output","Invoking select-question..."
"2026-04-10T12:55:20.059Z","output","Logged metrics for select-question → "
"2026-04-10T12:55:20.059Z","output","[AI] Sending function details with status..."
"2026-04-10T12:55:20.060Z","output","[System] AI Service is offline."
"2026-04-10T12:55:20.060Z","output","
[Active Session: User ID 6]"
"2026-04-10T12:55:22.552Z","input","Enter function name (or ""exit""): select-question"
"2026-04-10T12:55:24.407Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":2,""subCategoryId"":22}"
"2026-04-10T12:55:24.407Z","output","Invoking select-question..."
"2026-04-10T12:55:24.688Z","output","Logged metrics for select-question → {""statusCode"":200,""body"":""{\""questions\"":[{\""question_id\"":2220,\""question\"":\""1.What is inheritance and why is it used?\\r\\n\\r\\n\""},{\""question_id\"":2221,\""question\"":\""2.Explain single inheritance with example.\\r\\n\\r\\n\""},{\""question_id\"":2222,\""question\"":\""3.What is method overriding?\\r\\n\\r\\n\""},{\""question_id\"":2223,\""question\"":\""4.Difference between parent class and child class.\\r\\n\\r\\n\""},{\""question_id\"":2224,\""question\"":\""5.Advantages of inheritance.\""}],\""filterUsed\"":{\""categoryId\"":2,\""subCategoryId\"":22},\""count\"":5,\""T4\"":1775825724443}""}"
"2026-04-10T12:55:24.688Z","output","[AI] Sending function details with status..."
"2026-04-10T12:55:24.690Z","output","[System] AI Service is offline."
"2026-04-10T12:55:24.691Z","output","
[Active Session: User ID 6]"
"2026-04-10T12:55:33.841Z","input","Enter function name (or ""exit""): logout"
"2026-04-10T12:55:41.429Z","input","Enter payload JSON (Press Enter for default): {""email"":""kweerasinghe@gmail.com""}"
"2026-04-10T12:55:41.429Z","output","Invoking logout..."
"2026-04-10T12:55:41.644Z","output","Logged metrics for logout → "
"2026-04-10T12:55:41.645Z","output","[AI] Sending function details with status..."
"2026-04-10T12:55:41.646Z","output","[System] AI Service is offline."
"2026-04-10T12:55:41.646Z","output","[Session] Logged out. Reset to User ID 1."
"2026-04-10T12:55:41.646Z","output","
[Active Session: User ID 1]"
"2026-04-10T12:55:49.575Z","input","Enter function name (or ""exit""): logout"
"2026-04-10T12:55:51.707Z","input","Enter payload JSON (Press Enter for default): {""email"":""kweerasinghe@gmail.com""}"
"2026-04-10T12:55:51.708Z","output","Invoking logout..."
"2026-04-10T12:55:51.909Z","output","Logged metrics for logout → {""statusCode"":200,""body"":""{\""message\"":\""Logout successful\"",\""email\"":\""kweerasinghe@gmail.com\"",\""T4\"":1775825751739}""}"
"2026-04-10T12:55:51.909Z","output","[AI] Sending function details with status..."
"2026-04-10T12:55:51.913Z","output","[System] AI Service is offline."
"2026-04-10T12:55:51.913Z","output","[Session] Logged out. Reset to User ID 1."
"2026-04-10T12:55:51.913Z","output","
[Active Session: User ID 1]"
"2026-04-10T14:58:08.264Z","input","Enter function name (or ""exit""): login1"
"2026-04-10T14:58:22.231Z","input","Enter payload JSON (Press Enter for default): {""email"":""sandaliliyanage@ieee.com"",""password"":""123456""}"
"2026-04-10T14:58:22.232Z","output","Authenticating via OpenFaaS..."
"2026-04-10T14:58:22.321Z","output","Logged metrics for login1 → {""statusCode"":200,""body"":""{\""message\"":\""Login successful\"",\""user\"":{\""id\"":8,\""email\"":\""sandaliliyanage@ieee.com\"",\""first_name\"":\""Sandali\""},\""T4\"":1775833102248}""}"
"2026-04-10T14:58:22.321Z","output","✅ User ID 8 verified."
"2026-04-10T14:58:22.321Z","output","[AI] Sending function details with status..."
"2026-04-10T14:58:22.686Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-10T14:58:22.687Z","output","│  🥇 TOP 1: login1 (60.21%)                    │"
"2026-04-10T14:58:22.687Z","output","│  🥈 TOP 2: signup (13.76%)                    │"
"2026-04-10T14:58:22.687Z","output","│  🔥 SELECTED WARM-UP: select-category       │"
"2026-04-10T14:58:22.688Z","output","│  🧠 WARM-UP CANDIDATES: select-category x95 (eligible), login1 x1 (suppressed: recently used 0s ago)│"
"2026-04-10T14:58:22.688Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-10T14:58:22.688Z","output","└──────────────────────────────────────────────────┘"
"2026-04-10T14:58:22.689Z","output","[Warm-up] Invoking select-category (last used 126m ago)..."
"2026-04-10T14:58:22.709Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""select-category\"",\""categories\"":[{\""cat_id\"":1,\""cat_name\"":\""Data Structures\""},{\""cat_id\"":2,\""cat_name\"":\""OOP\""},{\""cat_id\"":3,\""cat_name\"":\""SQL\""}],\""message\"":\""Send categoryId to continue\"",\""T4\"":1775833102703}""}"
"2026-04-10T14:58:22.709Z","output","[Warm-up] select-category completed with status Success."
"2026-04-10T14:58:22.710Z","output","[Warm-up Decision] function=select-category eligible=YES warmed_up=YES reason=last used 126m ago status=Success"
"2026-04-10T14:58:22.711Z","output","
[Active Session: User ID 8]"
"2026-04-10T14:59:19.765Z","input","Enter function name (or ""exit""): select-category"
"2026-04-10T14:59:31.974Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":3}"
"2026-04-10T14:59:31.974Z","output","Invoking select-category..."
"2026-04-10T14:59:31.996Z","output","Logged metrics for select-category → {""statusCode"":200,""body"":""{\""step\"":\""choose-action\"",\""categoryId\"":3,\""options\"":[{\""id\"":1,\""name\"":\""Select Subcategory\""},{\""id\"":2,\""name\"":\""Questions\""}],\""message\"":\""Send {categoryId, optionId} → 1=subcategory, 2=questions\"",\""T4\"":1775833171989}""}"
"2026-04-10T14:59:31.996Z","output","[AI] Sending function details with status..."
"2026-04-10T14:59:32.190Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-10T14:59:32.190Z","output","│  🥇 TOP 1: select-sub-category (100.00%)      │"
"2026-04-10T14:59:32.190Z","output","│  🥈 TOP 2: select-question (0.00%)            │"
"2026-04-10T14:59:32.190Z","output","│  🔥 SELECTED WARM-UP: select-sub-category   │"
"2026-04-10T14:59:32.191Z","output","│  🧠 WARM-UP CANDIDATES: select-sub-category x95 (eligible)│"
"2026-04-10T14:59:32.191Z","output","│  🔥 WARM-UP STATUS: Triggered Successfully!       │"
"2026-04-10T14:59:32.191Z","output","└──────────────────────────────────────────────────┘"
"2026-04-10T14:59:32.191Z","output","[Warm-up] Invoking select-sub-category (last used 127m ago)..."
"2026-04-10T14:59:32.207Z","output","Logged metrics for select-sub-category → {""statusCode"":200,""body"":""{\""step\"":\""select-subcategory\"",\""categoryId\"":1,\""subCategories\"":[{\""sub_cat_id\"":10,\""sub_name\"":\""Arrays\"",\""description\"":\""An array is a collection of elements stored at contiguous memory locations. Each element can be accessed using an index. Arrays are useful for storing fixed-size collections of elements where quick access by index is required.\\r\\nExample Use: Storing scores of students, daily temperatures.\""},{\""sub_cat_id\"":11,\""sub_name\"":\""Linked Lists\"",\""description\"":\""A linked list is a sequence of nodes where each node contains data and a reference (pointer) to the next node. Unlike arrays, linked lists allow dynamic memory allocation and easy insertion/deletion but slower access by index.\\r\\nExample Use: Implementing queues, dynamic memory storage.\""},{\""sub_cat_id\"":12,\""sub_name\"":\""Stacks\"",\""description\"":\""A stack is a linear structure following LIFO (Last-In, First-Out). Operations are mainly push (insert) and pop (remove). Stacks are used in scenarios like reversing data or handling function calls.\\r\\nExample Use: Undo feature in editors, expression evaluation.\""},{\""sub_cat_id\"":13,\""sub_name\"":\""Queues\"",\""description\"":\""queue is a linear structure following FIFO (First-In, First-Out). Operations include enqueue (insert) and dequeue (remove). Variants include circular queues and priority queues.\\r\\nExample Use: Printer job scheduling, task scheduling.\""},{\""sub_cat_id\"":14,\""sub_name\"":\""Trees\"",\""description\"":\""Trees are hierarchical data structures with nodes connected by edges. The top node is called the root, and each node can have child nodes. Binary trees, binary search trees (BST), and heaps are common types.\\nExample Use: Organizing hierarchical data like folders, database indexing.\""},{\""sub_cat_id\"":15,\""sub_name\"":\""Graphs\"",\""description\"":\""Graphs consist of nodes (vertices) connected by edges. Graphs can be directed or undirected, weighted or unweighted. Useful for modeling networks and relationships.\\r\\nExample Use: Social networks, GPS route finding.\""},{\""sub_cat_id\"":16,\""sub_name\"":\""Hash Tables\"",\""description\"":\""Hash tables store key-value pairs and provide fast access using a hash function. They are efficient for searching, insertion, and deletion operations.\\r\\nExample Use: Caching data, counting frequency of elements.\""}],\""message\"":\""Send {categoryId, subCategoryId} to get questions\"",\""T4\"":1775833172202}""}"
"2026-04-10T14:59:32.207Z","output","[Warm-up] select-sub-category completed with status Success."
"2026-04-10T14:59:32.208Z","output","[Warm-up] Invoking select-question (last used 124m ago)..."
"2026-04-10T14:59:32.231Z","output","Logged metrics for select-question → {""statusCode"":200,""body"":""{\""questions\"":[{\""question_id\"":1100,\""question\"":\""1.What is an array and how is memory allocated for arrays?\""},{\""question_id\"":1101,\""question\"":\""2.Write an algorithm to find the largest element in an array.\""},{\""question_id\"":1102,\""question\"":\""3.How do you insert an element at a specific position in an array?\""},{\""question_id\"":1103,\""question\"":\""4.What is the difference between static and dynamic arrays?\""},{\""question_id\"":1104,\""question\"":\""5.Write a program to reverse an array.\""},{\""question_id\"":1110,\""question\"":\""1.What is a linked list and how is it different from an array?\""},{\""question_id\"":1111,\""question\"":\""2.Explain singly linked list and doubly linked list.\""},{\""question_id\"":1112,\""question\"":\""3.How do you insert a node at the beginning of a linked list?\""},{\""question_id\"":1113,\""question\"":\""4.How do you delete a node from a linked list?\""},{\""question_id\"":1114,\""question\"":\""5.What are advantages and disadvantages of linked lists?\""},{\""question_id\"":1120,\""question\"":\""1.What is a stack and explain LIFO principle.\""},{\""question_id\"":1121,\""question\"":\""2.Explain push and pop operations with example.\""},{\""question_id\"":1122,\""question\"":\""3. Write an algorithm to check balanced parentheses using stack.\""},{\""question_id\"":1123,\""question\"":\""4.What are applications of stack in real-world systems?\""},{\""question_id\"":1124,\""question\"":\""5.What is stack overflow and stack underflow?\""},{\""question_id\"":1130,\""question\"":\""1.What is a queue and explain FIFO principle.\""},{\""question_id\"":1131,\""question\"":\""2.Explain enqueue and dequeue operations.\""},{\""question_id\"":1132,\""question\"":\""3.What is circular queue and why is it used?\""},{\""question_id\"":1133,\""question\"":\""4.Difference between queue and priority queue.\""},{\""question_id\"":1134,\""question\"":\""5.What are applications of queues?\""},{\""question_id\"":1140,\""question\"":\""1.What is a tree data structure? Define root, leaf, and height.\""},{\""question_id\"":1141,\""question\"":\""2.Explain binary tree and binary search tree (BST).\""},{\""question_id\"":1142,\""question\"":\""3.What is tree traversal? Explain in-order traversal.\""},{\""question_id\"":1143,\""question\"":\""4.How do you insert a node in a binary search tree?\""},{\""question_id\"":1144,\""question\"":\""5.What are applications of trees?\""},{\""question_id\"":1150,\""question\"":\""1.What is a graph? Define vertex and edge.\""},{\""question_id\"":1151,\""question\"":\""2.Difference between directed and undirected graphs.\\r\\n\\r\\n\""},{\""question_id\"":1152,\""question\"":\""3.Explain Breadth First Search (BFS).\\r\\n\\r\\n\""},{\""question_id\"":1153,\""question\"":\""4.Explain Depth First Search (DFS).\\r\\n\\r\\n\\r\\n\\r\\n\""},{\""question_id\"":1154,\""question\"":\""5.What are real-world applications of graphs?\\r\\n\""},{\""question_id\"":1160,\""question\"":\""1.What is hashing and hash function?\\r\\n\""},{\""question_id\"":1161,\""question\"":\""2.What is collision in hashing?\\r\\n\""},{\""question_id\"":1162,\""question\"":\""3.Explain collision handling techniques.\\r\\n\""},{\""question_id\"":1163,\""question\"":\""4.What is a hash table and its advantages?\\r\\n\\r\\n\""},{\""question_id\"":1164,\""question\"":\""5.Difference between hash table and array.\""}],\""filterUsed\"":{\""categoryId\"":1,\""subCategoryId\"":null},\""count\"":35,\""T4\"":1775833172224}""}"
"2026-04-10T14:59:32.232Z","output","[Warm-up] select-question completed with status Success."
"2026-04-10T14:59:32.232Z","output","[Warm-up Decision] function=select-sub-category eligible=YES warmed_up=YES reason=last used 127m ago status=Success"
"2026-04-10T14:59:32.233Z","output","[Warm-up Decision] function=select-question eligible=YES warmed_up=YES reason=last used 124m ago status=Success"
"2026-04-10T14:59:32.234Z","output","
[Active Session: User ID 8]"
"2026-04-10T15:00:29.254Z","input","Enter function name (or ""exit""): select-sub-category"
"2026-04-10T15:00:32.069Z","input","Enter payload JSON (Press Enter for default): {""categoryId"":3}"
"2026-04-10T15:00:32.070Z","output","Invoking select-sub-category..."
"2026-04-10T15:00:32.093Z","output","Logged metrics for select-sub-category → {""statusCode"":200,""body"":""{\""step\"":\""select-subcategory\"",\""categoryId\"":3,\""subCategories\"":[{\""sub_cat_id\"":30,\""sub_name\"":\""SELECT\"",\""description\"":\""SELECT is used to retrieve data from one or more tables in a database. It allows filtering, sorting, grouping, and combining data. It is mainly used to read or view stored information.\\r\\n\\r\\nSyntax\\r\\nSELECT column_name FROM table_name;\""},{\""sub_cat_id\"":31,\""sub_name\"":\""INSERT\"",\""description\"":\""INSERT is used to add new records into a table. It stores new information in the database.\\r\\n\\r\\nSyntax\\r\\nINSERT INTO table_name (column1, column2)\\r\\nVALUES (value1, value2);\""},{\""sub_cat_id\"":32,\""sub_name\"":\""UPDATE\"",\""description\"":\""UPDATE is used to change existing records in a table. It helps correct or modify stored data.\\r\\n\\r\\nSyntax\\r\\nUPDATE table_name\\r\\nSET column = value\\r\\nWHERE condition;\""},{\""sub_cat_id\"":33,\""sub_name\"":\""DELETE\"",\""description\"":\""DELETE removes records from a table. The table structure remains but selected data is removed.\\r\\n\\r\\nSyntax\\r\\nDELETE FROM table_name\\r\\nWHERE condition;\""},{\""sub_cat_id\"":34,\""sub_name\"":\""JOIN\"",\""description\"":\""JOIN retrieves related data from multiple tables using a common column such as a foreign key (cat_id). It is used to connect related tables.\\r\\n\\r\\nExample\\r\\nSELECT categories.cat_name, sub_category.sub_name\\r\\nFROM sub_category\\r\\nJOIN categories\\r\\nON sub_category.cat_id = categories.cat_id;\\r\\n\\r\\n\\r\\nThis displays category names with their subcategories.\""},{\""sub_cat_id\"":35,\""sub_name\"":\""GROUP BY\"",\""description\"":\""GROUP BY groups rows with similar values into summary results, usually used with aggregate functions like COUNT, SUM, or AVG.\\r\\n\\r\\nExample\\r\\nSELECT cat_id, COUNT(*) AS total_subcategories\\r\\nFROM sub_category\\r\\nGROUP BY cat_id;\""},{\""sub_cat_id\"":36,\""sub_name\"":\""WHERE\"",\""description\"":\""WHERE specifies conditions to filter records in SELECT, UPDATE, or DELETE queries.\\r\\n\\r\\nExamples\\r\\nSELECT * FROM sub_category\\r\\nWHERE cat_id = 1;\\r\\n\""},{\""sub_cat_id\"":37,\""sub_name\"":\""ORDER BY\"",\""description\"":\""ORDER BY sorts query results in ascending or descending order.\\r\\n\\r\\nExample\\r\\nSELECT * FROM sub_category\\r\\nORDER BY sub_name DESC;\\r\\n\""}],\""message\"":\""Send {categoryId, subCategoryId} to get questions\"",\""T4\"":1775833232088}""}"
"2026-04-10T15:00:32.093Z","output","[AI] Sending function details with status..."
"2026-04-10T15:00:32.318Z","output","┌──────────────────────────────────────────────────┐"
"2026-04-10T15:00:32.318Z","output","│  🥇 TOP 1: logout (79.07%)                    │"
"2026-04-10T15:00:32.318Z","output","│  🥈 TOP 2: select-question (19.42%)           │"
"2026-04-10T15:00:32.318Z","output","│  🔥 SELECTED WARM-UP: select-question       │"
